Time,Type,DutNo,PinNo,Result,ErrorCode,Final X,Final Y,Graph Final X,Graph Final Y, Xsd, Ysd, Xma, Yma, Xsds, Ysds, ProbeLotNo
2026-01-13 05:57:26.6148,162,11,1,0,0.96,0.83,0.96,0.83,0.896699548925826,0.7806358887317,-0.486749998793006,0.231080000311136,0.544381297438326,0.907340268927746,HIES 250600529 
2026-01-13 05:57:37.2743,162,12,1,0,0.96,-0.41,0.96,-0.41,0.897334044494927,0.780397472602972,-0.453249998942018,0.194032000124455,0.579841354723511,0.894984499935555,HIES 250600529 
2026-01-13 05:57:46.1007,162,13,1,0,0.21,1.51,0.21,1.51,0.897208063052348,0.781310968043715,-0.430749999031425,0.239604000404477,0.583159280674634,0.903023284937545,HIES 250600529 
2026-01-13 05:59:13.8180,162,14,1,0,-0.14,0.21,-0.14,0.21,0.896909217629629,0.781020035791144,-0.421999999046326,0.249374000482261,0.584210522104494,0.899965043772053,HIES 250600529 
2026-01-13 05:59:30.9113,162,15,1,0,0.89,1.24,0.89,1.24,0.8974489329341,0.781528430540062,-0.402249999120832,0.278422000668943,0.611048992604252,0.907972862809679,HIES 250600529 
2026-01-13 05:59:38.8161,162,16,1,0,-0.14,-0.69,-0.14,-0.69,0.897149953563755,0.781443067548355,-0.387999999165535,0.271668000653386,0.608744658210777,0.913865121196636,HIES 250600529 
2026-01-13 05:59:47.3334,162,17,1,0,0.21,0.34,0.21,0.34,0.897022956780632,0.78119493524497,-0.362749999269843,0.292454000793398,0.606682780739862,0.903400183099881,HIES 250600529 
2026-01-13 06:00:02.1816,475,19,1,0,1.12,-0.34,-1.12,0.34,0.896825911440064,0.780944559726226,-0.355874999307096,0.297962000824511,0.595963515834313,0.902819516560238,HIES 250600529 
2026-01-13 06:00:10.3508,475,20,1,0,0.85,-1.10,-0.85,1.10,0.896512252136401,0.781272569197727,-0.364124999262393,0.332387001018971,0.599878643694951,0.899735225677857,HIES 250600529 
2026-01-13 06:00:18.3972,475,21,1,0,-0.11,-0.27,0.11,0.27,0.896328767696772,0.780999130941606,-0.354499999314547,0.304847000863403,0.603576628507561,0.879967080238262,HIES 250600529 
2026-01-13 06:11:00.2461,475,22,1,0,-0.94,0.76,0.94,-0.76,0.896920920424502,0.780970515380573,-0.32424999947846,0.293831000801176,0.629128411864861,0.889775101558324,HIES 250600529 
2026-01-13 06:11:08.2227,475,23,1,0,-1.28,0.14,1.28,-0.14,0.898013052451086,0.780662843383568,-0.296749999627471,0.271799000676721,0.667485062046463,0.8867059671974,HIES 250600529 
2026-01-13 06:11:16.2223,475,24,1,0,0.03,-0.41,-0.03,0.41,0.89775825530096,0.780441357803622,-0.281624999709428,0.289700000777841,0.664898261921115,0.880186963988128,HIES 250600529 
2026-01-13 06:12:35.8203,494,7,1,0,-0.69,0.34,-0.69,0.34,0.897409312007562,0.780194607250252,-0.279749999687076,0.288454000793397,0.663617638833675,0.880064755946632,HIES 250600529 
2026-01-13 06:12:48.1643,508,3,0,0,-1.03,3.24,-1.03,3.24,0.897167162755829,0.785333872963241,-0.299874999545515,0.351927001174539,0.670805820309935,0.971193541831589,HIES 250600529 
2026-01-13 06:15:00.0535,519,10,1,0,-0.41,0.07,-0.41,0.07,0.89681035760416,0.785021111207119,-0.284249999597669,0.32176400102675,0.658794160255842,0.955977857198983,HIES 250600529 
2026-01-13 06:15:12.1162,519,11,1,0,0.48,1.17,0.48,1.17,0.896894626590005,0.785426494402617,-0.256249999716878,0.367336001306772,0.660979383624475,0.940919302351402,HIES 250600529 
2026-01-13 06:15:20.6364,519,12,1,0,0.55,0.83,0.55,0.83,0.897041493082369,0.785472857831786,-0.243374999754131,0.379860001400113,0.670224317752207,0.942774299439712,HIES 250600529 
2026-01-13 06:15:28.6440,519,13,1,0,-0.41,1.38,-0.41,1.38,0.896685440882774,0.786146932458552,-0.235999999761582,0.424055001672357,0.666282312926644,0.936668289678103,HIES 250600529 
